(6.30859e-005,0.000127945)
(-8.03639e-005,-0.000218694)
(-0.000188358,-2.89781e-005)
(-0.000113916,7.11254e-005)
(5.59003e-005,0.000117727)
(-3.01473e-005,-0.000168932)
(-0.000151867,-2.48101e-005)
(-6.78608e-005,2.895e-005)
(3.34291e-005,8.95096e-005)
(-1.54194e-005,-0.000138502)
(-0.000134929,-1.91835e-005)
(-4.8361e-005,1.58029e-005)
(2.36144e-005,7.88598e-005)
(-1.54083e-005,-0.000138472)
(-0.000134913,-1.91776e-005)
(-4.83439e-005,1.57926e-005)
(2.36055e-005,7.88505e-005)
(-9.45734e-006,-0.000119244)
(-0.000124967,-1.53266e-005)
(-3.81068e-005,1.00839e-005)
(1.81366e-005,7.32971e-005)
(-3.47666e-006,-8.71297e-005)
(-0.000108882,-9.12023e-006)
(-2.38702e-005,3.72643e-006)
(9.72125e-006,6.51887e-005)
(-1.16581e-006,-6.1436e-005)
(-9.60751e-005,-4.88769e-006)
(-1.46791e-005,8.34349e-007)
(3.19839e-006,5.91689e-005)
(-0.000134463,-0.0002403)
(-0.000218014,-2.25938e-005)
(-0.000149789,0.000116479)
(7.45064e-005,0.000145327)
(-0.000119794,-0.000236386)
(-0.000210419,-2.50761e-005)
(-0.000140973,0.000104074)
(6.97348e-005,0.000137902)
(-2.73839e-007,-3.84086e-005)
(-8.43218e-005,-2.02971e-006)
(-7.92272e-006,-4.39568e-007)
(-3.01706e-006,5.35261e-005)
(5.77059e-007,5.82221e-005)
(0.000139188,3.29149e-006)
(-3.55206e-006,-6.93262e-008)
(-5.83587e-007,2.85664e-005)
(-8.70074e-006,-1.69814e-007)
(-1.42949e-006,6.99731e-005)
(2.61433e-006,9.47775e-005)
(0.000157994,7.98109e-006)
(-6.86608e-006,7.20323e-007)
(3.18335e-006,3.12963e-005)
(-1.68184e-005,1.76442e-006)
(7.79759e-006,7.66601e-005)
(6.79994e-006,0.000128322)
(0.000174978,1.33227e-005)
(-1.06476e-005,2.11405e-006)
(6.44581e-006,3.37387e-005)
(-2.60812e-005,5.17835e-006)
(1.5789e-005,8.26425e-005)
(1.12545e-005,0.000150149)
(0.000186106,1.7023e-005)
(-1.35399e-005,3.45134e-006)
(8.60341e-006,3.54256e-005)
(-3.31658e-005,8.45402e-006)
(2.1074e-005,8.67745e-005)
(2.3429e-005,0.000187734)
(0.00020589,2.31545e-005)
(-1.94692e-005,6.80151e-006)
(1.25619e-005,3.8717e-005)
(-4.76895e-005,1.66602e-005)
(3.07702e-005,9.4837e-005)
(3.61186e-005,0.000213217)
(0.00022023,2.66195e-005)
(-2.43262e-005,1.00872e-005)
(1.55481e-005,4.13974e-005)
(-5.95868e-005,2.47086e-005)
(3.80849e-005,0.000101403)
(0.000120854,0.000290378)
(0.000278784,2.49799e-005)
(-4.66456e-005,3.10734e-005)
(2.84763e-005,5.52915e-005)
(-0.000114258,7.61141e-005)
(6.97523e-005,0.000135436)
(0.000121081,0.000290486)
(0.000278908,2.49449e-005)
(-4.66937e-005,3.11298e-005)
(2.85044e-005,5.5326e-005)
(-0.000114376,7.62522e-005)
(6.98212e-005,0.00013552)
(-4.4628e-007,-4.50272e-005)
(-8.77522e-005,-2.74269e-006)
