run,entry,type,status
33,2749,,False
33,2847,,False
33,2861,,False
33,2880,,False
33,2882,,False
33,2896,,False
33,2978,,False
33,3118,,False
33,3154,,False
33,3175,,False
33,3255,,False
33,3337,,False
33,3357,,False
33,3392,,False
33,3416,,False
33,3489,,False
33,3521,,False
33,3533,,False
33,3629,,False
33,3631,,False
33,3657,,False
33,3730,,False
33,3851,,False
33,3969,,False
33,4014,,False
33,4091,,False
33,4141,,False
33,4281,,False
33,4358,,False
33,4400,,False
33,4473,,False
33,4474,,False
33,4509,,False
33,4532,,False
33,4586,,False
33,4597,,False
33,4663,,False
33,4746,,False
33,4787,,False
33,4902,,False
33,4927,,False
33,5025,,False
33,5035,,False
33,5039,,False
33,5055,,False
33,5062,,False
33,5066,,False
33,5118,,False
33,5147,,False
33,5169,,False
33,5185,,False
33,5215,,False
33,5235,,False
33,5249,,False
33,5298,,False
33,5332,,False
33,5353,,False
33,5358,,False
33,5359,,False
33,5380,,False
33,5444,,False
33,5459,,False
33,5555,,False
33,5583,,False
33,5682,,False
33,5701,,False
33,5727,,False
33,5851,,False
33,5913,,False
33,5922,,False
33,5943,,False
33,5958,,False
33,6077,,False
33,6082,,False
33,6091,,False
33,6122,,False
33,6145,,False
33,6180,,False
33,6403,,False
33,6467,,False
33,6527,,False
33,6594,,False
33,6613,,False
33,6616,,False
33,6629,,False
33,6688,,False
33,6706,,False
33,6714,,False
33,6735,,False
33,6798,,False
33,6850,,False
33,6889,,False
33,6899,,False
33,6948,,False
33,6976,,False
33,7031,,False
33,7041,,False
33,7148,,False
33,7158,,False
33,7167,,False
33,7218,,False
33,7220,,False
33,7370,,False
33,7413,,False
33,7422,,False
33,7438,,False
33,7469,,False
33,7518,,False
33,7523,,False
33,7651,,False
33,7693,,False
33,7793,,False
33,7802,,False
33,7814,,False
33,7845,,False
33,7903,,False
33,8036,,False
33,8081,,False
33,8146,,False
33,8163,,False
33,8232,,False
33,8273,,False
33,8283,,False
33,8286,,False
33,8384,,False
33,8396,,False
33,8562,,False
33,8572,,False
33,8604,,False
33,8630,,False
33,8639,,False
33,8659,,False
33,8746,,False
33,8767,,False
33,8799,,False
33,8805,,False
33,8864,,False
33,8878,,False
33,8905,,False
33,8910,,False
33,8929,,False
33,8968,,False
33,8970,,False
33,9026,,False
33,9067,,False
33,9136,,False
33,9186,,False
33,9189,,False
33,9202,,False
33,9213,,False
33,9215,,False
33,9267,,False
33,9321,,False
33,9475,,False
33,9608,,False
33,9660,,False
33,9674,,False
33,9737,,False
33,9740,,False
33,9789,,False
33,9811,,False
33,9812,,False
33,9865,,False
33,9941,,False
33,9992,,False
33,10012,,False
33,10042,,False
33,10270,,False
33,10336,,False
33,10428,,False
33,10490,,False
33,10523,,False
33,10567,,False
33,10575,,False
33,10623,,False
33,10641,,False
33,10742,,False
33,10919,,False
33,10938,,False
33,10958,,False
33,10962,,False
33,11020,,False
33,11056,,False
33,11121,,False
33,11143,,False
33,11308,,False
33,11454,,False
33,11473,,False
33,11544,,False
33,11625,,False
33,11710,,False
33,11730,,False
33,11854,,False
33,11971,,False
33,12023,,False
33,12124,,False
33,12164,,False
33,12174,,False
33,12198,,False
33,12201,,False
33,12230,,False
33,12415,,False
33,12504,,False
33,12531,,False
33,12584,,False
33,12604,,False
33,12610,,False
33,12703,,False
33,12750,,False
33,12791,,False
33,12794,,False
33,12812,,False
33,12842,,False
33,13137,,False
33,13145,,False
33,13318,,False
33,13374,,False
33,13473,,False
33,13530,,False
33,13683,,False
33,13988,,False
33,14050,,False
33,14060,,False
33,14307,,False
33,14481,,False
33,14554,,False
33,14623,,False
33,14658,,False
33,14688,,False
33,14781,,False
33,14814,,False
33,14997,,False
